Question	Answer	Source
Drive-through testing in Northern California	*   Alturas (Modoc County)\n*   American Canyon (Napa County)\n*   Antioch (Contra Costa County)\n*   Atascadero (San Luis Obispo County)\n*   Bear Valley (Alpine County)\n*   Bishop (Inyo County)\n*   Calistoga (Napa County)\n*   Calpine (Sierra County)\n*   Ceres (Stanislaus County)\n*   Chowchilla (Madera County)\n*   Clearlake (Lake County)\n*   Coleville (Mono County)\n*   Corcoran (King County)\n*   Corona (King County)\n*   Crescent City (Del Norte County)\n*   Daly City (San Mateo County)\n*   Dinuba (Tulare County)\n*   Downieville (Sierra County)\n*   Doyle (Lassen County)\n*   East Palo Alto (San Mateo County)\n*   Elk Grove (Sacramento County)\n*   Exeter (Tulare County)\n*   Farmersville (Tulare County)\n*   French Camp (San Joaquin County)\n*   Fresno (Fresno County)\n*   Gridley (Butte County)\n*   Half Moon Bay (San Mateo County)\n*   Hanford (King County)\n*   Hayfork (Trinity County)\n*   Huron (Fresno County)\n*   Jackson (Amador County)\n*   Kerman (Fresno County)\n*   Klamath (Del Norte County)\n*   Lakeport (Lake County)\n*   Lee Vining (Mono County)\n*   Lemoore (King County)\n*   Lewiston (Trinity County)\n*   Livingston (Merced County)\n*   Lone Pine (Inyo County)\n*   Los Baños (Merced County)\n*   Loyalton (Sierra County)\n*   Magalia (Butte County)\n*   Mammoth Lakes (Mono County)\n*   Markleeville (Alpine County)\n*   Mendota (Fresno County)\n*   Merced (Merced County)\n*   Middletown (Lake County)\n*   Napa (Napa County)\n*   North San Juan (Nevada County)\n*   Placerville (El Dorado County)\n*   Porterville (Tulare County)\n*   Redding (Shasta County)\n*   Redwood City (San Mateo County)\n*   Reedley (Fresno County)\n*   Rio Linda (Sacramento County)\n*   Sacramento (Sacramento County)\n*   Salida (Stanislaus County)\n*   San Bruno (San Mateo County)\n*   San Francisco (San Francisco)\n*   San Jose (Santa Clara County)\n*   San Mateo (San Mateo County)\n*   Santa Rosa (Sonoma County)\n*   Selma (Fresno County)\n*   St. Helena (Napa County)\n*   Stockton (San Joaquin County)\n*   Susanville (Lassen County)\n*   Tracy (San Joaquin County)\n*   Tulare (Tulare County)\n*   Turlock (Stanislaus County)\n*   Upper Lake (Lake County)\n*   Vallejo (Solano County)\n*   Visalia (Tulare County)\n*   Wawona (Mariposa County)\n*   Weaverville (Trinity County)\n*   Westwood (Lassen County)\n*   Woodlake (Tulare County)\n*   Woodland (Yolo County)\n*   Yosemite Valley (Mariposa County)\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
Drive-through testing in Southern California	*   Alpine (San Diego County) \n*   Anaheim (Orange County)\n*   Apple Valley (San Bernardino County)\n*   Bakersfield (Kern County)\n*   Banning (Riverside County)\n*   Barstow (San Bernardino County)\n*   Beaumont (Riverside County)\n*   Bell (Los Angeles County)\n*   Blythe (Riverside County)\n*   Calexico (Imperial County)\n*   Coachella (Riverside County)\n*   Compton (Los Angeles County)\n*   Costa Mesa (Orange County)\n*   Delano (Kern County)\n*   Desert Hot Springs (Riverside County)\n*   El Centro (Imperial County)\n*   Fallbrook (San Diego)\n*   Fontana (San Bernardino County)\n*   Fullerton (Orange County)\n*   Gardena (Los Angeles County)\n*   Hemet (Riverside County)\n*   Hesperia (San Bernardino County)\n*   Indio (Riverside County)\n*   La Habra (Orange County)\n*   Lake Elsinore (Riverside County)\n*   Lamont (Kern County)\n*   Lancaster (Los Angeles County)\n*   Lemon Grove (San Diego County)\n*   Los Angeles (Los Angeles County)\n*   McFarland (Kern County)\n*   Oceanside (San Diego)\n*   Ontario (San Bernardino County)\n*   Palmdale (Los Angeles County)\n*   Paramount (Los Angeles County)\n*   Pasadena (Los Angeles County)\n*   Perris (Riverside County)\n*   Phelan (San Bernardino County)\n*   Pico Rivera (Los Angeles County)\n*   Pomona (Los Angeles County)\n*   Port Hueneme (Ventura County)\n*   Riverside (Riverside County)\n*   Rosamond (Kern County)\n*   San Jacinto (Riverside County)\n*   San Juan Capistrano (Orange County)\n*   Santa Maria (Santa Barbara County)\n*   Santa Paula (Ventura County)\n*   Shafter (Kern County)\n*   Valley Center (San Diego County)\n*   Victorville (San Bernardino County)\n*   Wasco (Kern County) \n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
How long does it take for coronavirus test results to come back?	Turnaround time for coronavirus test results is usually less than two days. Approximately two-thirds are returned within a day and more than 85% are available within two days.\n\nThis turnaround time includes shipping time. So for labs that process home testing kits, turnaround time may depend on when an individual mails back their kit.\n\nIf you haven’t received your test results and it’s been several days, contact your healthcare provider, testing service, or local health department.  \n  \nRead more at [California’s COVID-19 Testing Task Force](https://testing.covid19.ca.gov/).\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
When can I be around other people after I tested positive for COVID-19 but had no symptoms?	If you continue to have no symptoms, you can be with others after 10 days have passed since your test.  \n  \nThe CDC has [detailed recommendations](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/end-home-isolation.html) for people who test positive but have no symptoms.\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
If I test positive for COVID-19 in a viral test, what should I do to protect others in my household?	You should [self-isolate](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/isolation.html) from others in your household who have not tested positive. Sleep and stay in a separate room from them, and use a separate bathroom, if possible. Multiple infected people in the same household can use the same room for isolation.\n\nMembers of your household should get tested right away. They should [quarantine](https://www.cdc.gov/coronavirus/2019-ncov/if-you-are-sick/quarantine.html) for at least 14 days. Symptoms can develop even after testing negative within 14 days after exposure. Multiple people in the same household should not quarantine in the same room, since some may be infected.\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
How do I get a drive-through test with Verily?	There are two steps to this process: screening and testing. First, you will create an account and take the [online screener](https://lhi.care/covidtesting). If you are eligible, you will get details on how and where to get tested. Once tested, you’ll get an email or phone call with your COVID-19 test results.\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
Why am I asked to create an account for testing with Verily?	Verily needs a way to authenticate and protect user information. They turned to Google for this service, because Google accounts have best-in-class authentication. Simply link to an existing Google account or create a new one (which you can do with any email address). Then Verily can contact you securely during the screening and testing process. All data collected by Verily is kept private and is not linked to a user’s Google account.\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
How can I find a coronavirus testing location near me?	> [Find a testing location](https://arcgis.com/apps/Nearby/index.html?appid=43118dc0d5d348d8ab20a81967a15401)\n> -----------------------------------------------------------------------------------------------------------\n\nMore info: [Get tested](https://covid19.ca.gov/testing-and-treatment/)	https://covid19.ca.gov/testing-and-treatment/
Am I allowed to work during the outbreak?	It depends what your job is. Any member of the [essential workforce](https://files.covid19.ca.gov/pdf/EssentialCriticalInfrastructureWorkers.pdf) is allowed to work during the [stay home order](https://covid19.ca.gov/stay-home-except-for-essential-needs/#top). And anyone is allowed to work from their home that has arranged to do so with their employer.\n\nFor information on businesses and industry sectors that are allowed to reopen, visit [industry guidance](https://covid19.ca.gov/industry-guidance/).\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
What can I do if my work hours are reduced or I am furloughed because of COVID-19?	You can file for [Unemployment Insurance (UI)](https://www.edd.ca.gov/Unemployment/Filing_a_Claim.htm).\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
Do I need a note or certificate from a medical provider to file for unemployment?	No, a medical certificate is not required.\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
How long will it take to process a claim for unemployment or insurance benefits and to receive a payment?	After your claim is submitted, it will take at least three weeks to be processed. It may take longer if your information doesn’t match wage records or your identity can’t be verified. \n\nThe Governor has [waived the one-week waiting period](https://www.gov.ca.gov/2020/03/12/governor-newsom-issues-new-executive-order-further-enhancing-state-and-local-governments-ability-to-respond-to-covid-19-pandemic/). This means you can collect benefits for the first week that you were out of work or had reduced hours.\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
Can I file a workplace safety complaint?	Yes, you have the right to file a complaint. Find [information and instructions](https://www.dir.ca.gov/dosh/complaint.htm) for how to file a complaint. If you submit a complaint, your name must be kept confidential by law.\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
What can I do if I miss work because of school closures?	*   You can file for [Unemployment Insurance (UI)](https://www.edd.ca.gov/Unemployment/Filing_a_Claim.htm).\n*   The federal Families First Coronavirus Response Act ([FFCRA](https://www.dol.gov/agencies/whd/pandemic/ffcra-employee-paid-leave)) provides up to 80 hours of paid sick leave at two-thirds of your regular rate if your employer has less than 500 workers. You may also be eligible for up to 10 additional weeks of paid expanded family and medical leave at two-thirds of your regular rate. \n    *   Use the [FFCRA tool](https://www.dol.gov/agencies/whd/ffcra/benefits-eligibility-webtool) to find out if you may be eligible. \n*   Other options may be available. See the [chart of benefits for workers impacted by COVID-19](https://www.labor.ca.gov/coronavirus2019/#chart).\n\nMore info: [Workers](https://covid19.ca.gov/workers/)	https://covid19.ca.gov/workers/
